Date,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow,Sales,Other Mfr. Exp,Employee Cost,Selling and admin,Other Expenses,Other Income,Depreciation,Profit before tax,Tax,Net profit,Net Block,Investments,Other Assets,Cash & Bank,No. of Equity Shares,Total,Close,High,Low,Open,Volume,Ticker,increase,percentage_increase,undervalued
2022-09-01,24023.68231,-9508.356923,-13932.19923,583.1261538,309613.6277,10506.72923,32122.14154,31805.61077,2926.683077,4380.936154,24847.07615,-2204.637692,2603.337692,-5046.503846,135728.2085,27994.74385,155821.0769,38982.89923,3829729819.0,331652.0777,903.442688,917.3533243,719.0147231,728.93665,244528831.0,AXISBANK.NS,-34.30291749999992,-0.03796911298926792,0
2023-01-01,30517.58385,-12884.82154,-20966.88538,-3334.123077,330386.9662,11226.29538,32997.88923,33539.08462,4059.058462,5685.526923,24854.66692,994.5438462,1518.036154,-783.1930769,133643.3808,27071.55308,159318.1815,37858.70538,3829939763.0,333379.1362,841.7174072,896.612071,827.2084884,873.8265312,156448291.0,AXISBANK.NS,70.55029300000001,0.08381707731896365,0
2023-02-01,32141.05923,-13728.93769,-22725.55692,-4313.435385,335580.3008,11406.18692,33216.82615,33972.45308,4342.152308,6011.674615,24856.56462,1794.339231,1246.710769,282.6346154,133122.1738,26840.75538,160192.4577,37577.65692,3829992249.0,333810.9008,856.0767822,871.782326,812.0015298,843.6619117,223693768.0,AXISBANK.NS,128.5860596,0.15020388623267114,1
2023-03-01,33764.53462,-14573.05385,-24484.22846,-5292.747692,340773.6354,11586.07846,33435.76308,34405.82154,4625.246154,6337.822308,24858.46231,2594.134615,975.3853846,1348.462308,132600.9669,26609.95769,161066.7338,37296.60846,3830044735.0,334242.6654,857.5725098,893.2714463,841.5678257,861.5612191,333173222.0,AXISBANK.NS,93.6349487,0.10918604273105396,1
2023-03-31,35388.01,-15417.17,-26242.9,-6272.06,345966.97,11765.97,33654.7,34839.19,4908.34,6663.97,24860.36,3393.93,704.06,2414.29,132079.76,26379.16,161941.01,37015.56,3830097221.0,334674.43,912.2677002,937.2470422,851.6393278,857.5725453,246339008.0,AXISBANK.NS,60.48156740000002,0.06629804758706288,0
2023-04-01,38345.04182,-16086.66,-27221.36273,-4962.980909,354327.0427,12252.18455,34457.60364,35559.74818,4559.61,6573.850909,25079.43,5626.764545,289.9054545,5049.271818,131098.46,26069.33364,164452.3409,37814.75364,3830314919.0,337842.2645,984.6628418,987.0560311,913.4643507,919.3975684,220129526.0,AXISBANK.NS,51.23767120000002,0.05203575175674921,0
2023-05-01,41302.07364,-16756.15,-28199.82545,-3653.901818,362687.1155,12738.39909,35260.50727,36280.30636,4210.88,6483.731818,25298.5,7859.599091,-124.2490909,7684.253636,130117.16,25759.50727,166963.6718,38613.94727,3830532617.0,341010.0991,951.2074585,987.205535,939.5404718,987.205535,199921066.0,AXISBANK.NS,29.88537599999995,0.03141835751280534,0
2023-06-01,44259.10545,-17425.64,-29178.28818,-2344.822727,371047.1882,13224.61364,36063.41091,37000.86455,3862.15,6393.612727,25517.57,10092.43364,-538.4036364,10319.23545,129135.86,25449.68091,169475.0027,39413.14091,3830750314.0,344177.9336,972.7492676,997.230374,926.4350356,955.262763,226659573.0,AXISBANK.NS,100.67236339999988,0.10349261289950096,1
2023-07-01,47216.13727,-18095.13,-30156.75091,-1035.743636,379407.2609,13710.82818,36866.31455,37721.42273,3513.42,6303.493636,25736.64,12325.26818,-952.5581818,12954.21727,128154.56,25139.85455,171986.3336,40212.33455,3830968012.0,347345.7682,1035.900513,1046.692233,961.0583075,973.498719,184183603.0,AXISBANK.NS,65.54943800000001,0.06327773485715033,0
2023-08-01,50173.16909,-18764.62,-31135.21364,273.3354545,387767.3336,14197.04273,37669.21818,38441.98091,3164.69,6213.374545,25955.71,14558.10273,-1366.712727,15589.19909,127173.26,24830.02818,174497.6645,41011.52818,3831185710.0,350513.6027,981.0928345,1043.894344,950.6663644,1035.900513,170452203.0,AXISBANK.NS,85.83380149999994,0.08748795066243034,0
2023-12-01,62001.29636,-21442.58,-35049.06455,5509.651818,421207.6245,16141.90091,40880.83273,41324.21364,1769.77,5852.898182,26831.99,23489.44091,-3023.330909,26129.12636,123248.06,23590.72273,184542.9882,44208.30273,3832056501.0,363184.9409,1074.270874,1109.843395,1030.854431,1071.822812,198088076.0,AXISBANK.NS,-1000.2635268900001,-0.9311092305477511,0
2024-01-01,64958.32818,-22112.07,-36027.52727,6818.730909,429567.6973,16628.11545,41683.73636,42044.77182,1421.04,5762.779091,27051.06,25722.27545,-3437.485455,28764.10818,122266.76,23280.89636,187054.3191,45007.49636,3832274199.0,366352.7755,1046.392334,1131.076973,1026.707576,1075.170172,176097513.0,AXISBANK.NS,-967.61623384,-0.9247164781312323,0
2021-04-01,-341.0961538,-715.5192308,-986.4469231,-2043.062308,74242.55538,1117.163077,12047.79769,3734.607692,21650.42692,15187.57923,1363.535385,6652.786154,4718.408462,2032.440769,8643.089231,286915.0077,917680.2692,128781.6954,5185029679.0,1213240.588,61.2142601,70.98103109,56.62892227,68.59665681,872650563.0,BANKBARODA.NS,12.42627335000001,0.20299638237398235,1
2021-05-01,204.8576923,-959.6484615,-987.3938462,-1742.184615,74171.13077,1108.426154,12097.93538,3743.555385,21514.09385,15121.50846,1369.760769,6932.412308,4517.546923,2517.211538,8847.688462,291971.0154,922993.1685,128902.2708,5185029679.0,1223813.955,74.00734711,77.58391188,59.01329434,60.480601,1561351818.0,BANKBARODA.NS,-3.0721664499999974,-0.04151164134330767,0
2021-06-01,750.8115385,-1203.777692,-988.3407692,-1441.306923,74099.70615,1099.689231,12148.07308,3752.503077,21377.76077,15055.43769,1375.986154,7212.038462,4316.685385,3001.982308,9052.287692,297027.0231,928306.0677,129022.8462,5185029679.0,1234387.323,78.77610016,81.52730268,70.66005413,74.32832415,1237939777.0,BANKBARODA.NS,-3.805824279999996,-0.048311915317845004,0
2021-07-01,1296.765385,-1447.906923,-989.2876923,-1140.429231,74028.28154,1090.952308,12198.21077,3761.450769,21241.42769,14989.36692,1382.211538,7491.664615,4115.823846,3486.753077,9256.886923,302083.0308,933618.9669,129143.4215,5185029679.0,1244960.691,73.64053345,79.96829449,70.52250211,79.18878841,636565622.0,BANKBARODA.NS,15.773559569999989,0.21419670432873525,1
2021-08-01,1842.719231,-1692.036154,-990.2346154,-839.5515385,73956.85692,1082.215385,12248.34846,3770.398462,21105.09462,14923.29615,1388.436923,7771.290769,3914.962308,3971.523846,9461.486154,307139.0385,938931.8662,129263.9969,5185029679.0,1255534.058,70.93518066,78.31757798,66.487404,74.23662277,683227637.0,BANKBARODA.NS,7.703361520000001,0.10859719321676288,1
2021-09-01,2388.673077,-1936.165385,-991.1815385,-538.6738462,73885.43231,1073.478462,12298.48615,3779.346154,20968.76154,14857.22538,1394.662308,8050.916923,3714.100769,4456.294615,9666.085385,312195.0462,944244.7654,129384.5723,5185029679.0,1266107.426,74.97027588,79.46390849,70.33908173,70.79761552,605790165.0,BANKBARODA.NS,0.18341063999999108,0.0024464447789089698,0
2021-10-01,2934.626923,-2180.294615,-992.1284615,-237.7961538,73814.00769,1064.741538,12348.62385,3788.293846,20832.42846,14791.15462,1400.887692,8330.543077,3513.239231,4941.065385,9870.684615,317251.0538,949557.6646,129505.1477,5185029679.0,1276680.794,89.41409302,95.14576565,73.36540966,74.69515491,1424963555.0,BANKBARODA.NS,9.216522210000008,0.10307684055955778,1
2022-02-01,5118.442308,-3156.811538,-995.9161538,965.7146154,73528.30923,1029.793846,12549.17462,3824.084615,20287.09615,14526.87154,1425.789231,9449.047692,2709.793077,6880.148462,10689.08154,337475.0846,970809.2615,129987.4492,5185029679.0,1318974.265,97.71355438,108.9476323,90.83554747,99.59353874,1209496399.0,BANKBARODA.NS,-5.777526850000001,-0.05912717930136563,0
2022-03-01,5664.396154,-3400.940769,-996.8630769,1266.592308,73456.88462,1021.056923,12599.31231,3833.032308,20150.76308,14460.80077,1432.014615,9728.673846,2508.931538,7364.919231,10893.68077,342531.0923,976122.1608,130108.0246,5185029679.0,1329547.632,102.3447418,105.4169169,83.45315083,97.71355468,968886508.0,BANKBARODA.NS,-13.02236173,-0.12724016398857144,0
2022-04-01,4090.042308,-3449.007692,-1336.847692,-695.8130769,75009.85692,1015.338462,12780.64231,3889.716923,19887.33615,14539.39385,1484.527692,10820.31923,2582.577692,8392.421538,11003.38923,351425.5715,991979.7508,128085.8915,5185029679.0,1354409.449,103.5369339,112.5241922,100.006225,102.3447432,499885277.0,BANKBARODA.NS,6.2822723000000025,0.06067663068009785,0
2022-05-01,1969.734615,-3252.945385,-1675.885385,-2959.096154,76634.25385,1018.356923,12911.83462,3937.453846,19760.24231,14684.05769,1530.815385,11632.33846,2857.085385,8935.153077,10908.49846,355264.0431,1002524.442,125943.1831,5185029679.0,1368697.898,91.93602753,105.6920416,84.87460976,102.1613327,509199827.0,BANKBARODA.NS,31.67553706999999,0.34453889210803484,1
2022-06-01,-150.5730769,-3056.883077,-2014.923077,-5222.379231,78258.65077,1021.375385,13043.02692,3985.190769,19633.14846,14828.72154,1577.103077,12444.35769,3131.593077,9477.884615,10813.60769,359102.5146,1013069.132,123800.4746,5185029679.0,1382986.348,89.32238007,97.071598,82.39851732,92.62382182,501330099.0,BANKBARODA.NS,35.75342563000001,0.4002739918257981,1
2022-07-01,-2270.880769,-2860.820769,-2353.960769,-7485.662308,79883.04769,1024.393846,13174.21923,4032.927692,19506.05462,14973.38538,1623.390769,13256.37692,3406.100769,10020.61615,10718.71692,362940.9862,1023613.823,121657.7662,5185029679.0,1397274.797,109.8192062,113.2200576,90.31153504,92.20089773,576151578.0,BANKBARODA.NS,29.710228,0.27053763205948217,1
2022-08-01,-4391.188462,-2664.758462,-2692.998462,-9748.945385,81507.44462,1027.412308,13305.41154,4080.664615,19378.96077,15118.04923,1669.678462,14068.39615,3680.608462,10563.34769,10623.82615,366779.4577,1034158.514,119515.0577,5185029679.0,1411563.246,123.6115646,124.0366684,107.0796332,111.0000624,601281906.0,BANKBARODA.NS,33.44170380000001,0.27053863372909703,1
2022-09-01,-6511.496154,-2468.696154,-3032.036154,-12012.22846,83131.84154,1030.430769,13436.60385,4128.401538,19251.86692,15262.71308,1715.966154,14880.41538,3955.116154,11106.07923,10528.93538,370617.9292,1044703.205,117372.3492,5185029679.0,1425851.695,125.0758057,135.5145375,117.140488,122.3834725,535480388.0,BANKBARODA.NS,50.351516700000005,0.4025679980089067,1
2022-10-01,-8631.803846,-2272.633846,-3371.073846,-14275.51154,84756.23846,1033.449231,13567.79615,4176.138462,19124.77308,15407.37692,1762.253846,15692.43462,4229.623846,11648.81077,10434.04462,374456.4008,1055247.895,115229.6408,5185029679.0,1440140.145,139.5294342,143.2137002,119.8800662,124.6034658,427900913.0,BANKBARODA.NS,19.035339399999998,0.13642526044157066,1
2023-02-01,-17113.03462,-1488.384615,-4727.224615,-23328.64385,91253.82615,1045.523077,14092.56538,4367.086154,18616.39769,15986.03231,1947.404615,18940.51154,5327.654615,13819.73692,10054.48154,389810.2869,1097426.658,106658.8069,5185029679.0,1497293.942,150.2043304,164.2328539,138.3958139,160.1234843,776834751.0,BANKBARODA.NS,24.561721799999987,0.16352206181134166,1
2023-03-01,-19233.34231,-1292.322308,-5066.262308,-25591.92692,92878.22308,1048.541538,14223.75769,4414.823077,18489.30385,16130.69615,1993.692308,19752.53077,5602.162308,14362.46846,9959.590769,393648.7585,1107971.349,104516.0985,5185029679.0,1511582.391,159.5094604,166.6417935,146.9924319,149.1651876,523194899.0,BANKBARODA.NS,20.31063850000001,0.1273318739156114,1
2023-04-01,-20193.67385,-1110.801538,-4568.298462,-25872.77385,96339.28154,1054.883077,14556.46,4498.873846,18593.93615,16823.37,2013.954615,20967.22692,5993.057692,15202.29077,9802.305385,398229.4677,1127751.69,102213.1177,5185029679.0,1535786.54,177.3639374,178.0724484,155.9669089,159.7456346,343144534.0,BANKBARODA.NS,19.3448334,0.10906858340865858,1
2023-05-01,-19033.69769,-1125.343077,-3731.296923,-23890.33769,98175.94308,1058.206154,14757.97,4535.187692,18825.66231,17371.38,1987.929231,21369.90385,6109.445385,15499.38154,9739.910769,398971.7054,1136987.34,102052.8454,5185029679.0,1545702.24,174.7660522,179.4894591,163.2409425,177.363926,439089435.0,BANKBARODA.NS,7.301422200000019,0.041778263616347906,0
2023-06-01,-17873.72154,-1139.884615,-2894.295385,-21907.90154,100012.6046,1061.529231,14959.48,4571.501538,19057.38846,17919.39,1961.903846,21772.58077,6225.833077,15796.47231,9677.516154,399713.9431,1146222.99,101892.5731,5185029679.0,1555617.94,179.8200989,187.566483,172.546041,174.7660479,306838632.0,BANKBARODA.NS,28.319564799999995,0.15748831734181631,1
2023-07-01,-16713.74538,-1154.426154,-2057.293846,-19925.46538,101849.2662,1064.852308,15160.99,4607.815385,19289.11462,18467.4,1935.878462,22175.25769,6342.220769,16093.56308,9615.121538,400456.1808,1155458.64,101732.3008,5185029679.0,1565533.64,196.7087708,205.075223,184.840094,186.3966481,427318082.0,BANKBARODA.NS,-5.837066700000008,-0.02967364737353139,0
2023-08-01,-15553.76923,-1168.967692,-1220.292308,-17943.02923,103685.9277,1068.175385,15362.5,4644.129231,19520.84077,19015.41,1909.853077,22577.93462,6458.608462,16390.65385,9552.726923,401198.4185,1164694.29,101572.0285,5185029679.0,1575449.34,182.0674744,197.3897443,180.7055008,197.2924689,401814696.0,BANKBARODA.NS,9.679809500000005,0.0531660557817899,0
2023-09-01,-14393.79308,-1183.509231,-383.2907692,-15960.59308,105522.5892,1071.498462,15564.01,4680.443077,19752.56692,19563.42,1883.827692,22980.61154,6574.996154,16687.74462,9490.332308,401940.6562,1173929.94,101411.7562,5185029679.0,1585365.04,208.1396637,213.6848633,181.2405727,182.06748,428457215.0,BANKBARODA.NS,16.684265100000005,0.08015898941802703,0
2023-10-01,-13233.81692,-1198.050769,453.7107692,-13978.15692,107359.2508,1074.821538,15765.52,4716.756923,19984.29308,20111.43,1857.802308,23383.28846,6691.383846,16984.83538,9427.937692,402682.8938,1183165.59,101251.4838,5185029679.0,1595280.74,190.8717041,212.2742401,182.7484778,208.1396593,345089958.0,BANKBARODA.NS,50.004119900000006,0.2619776469004659,1
2024-02-01,-8593.912308,-1256.216923,3801.716923,-6048.412308,114705.8969,1088.113846,16571.56,4862.012308,20911.19769,22303.47,1753.700769,24993.99615,7156.934615,18173.19846,9178.359231,405651.8446,1220108.19,100610.3946,5185029679.0,1634943.54,258.2410583,273.125537,236.0602311,243.2106296,517261278.0,BANKBARODA.NS,-152.39779658125002,-0.5901377479804497,0
2024-03-01,-7433.936154,-1270.758462,4638.718462,-4065.976154,116542.5585,1091.436923,16773.07,4898.326154,21142.92385,22851.48,1727.675385,25396.67308,7273.322308,18470.28923,9115.964615,406394.0823,1229343.84,100450.1223,5185029679.0,1644859.24,256.8790588,277.8438332,237.1790124,259.2625349,261386608.0,BANKBARODA.NS,-151.7882384875,-0.5908937816752076,0
2021-04-01,12939.677692307692,-1810.1315384615384,-8836.84,2292.706153846153,91540.58,25644.543846153847,38737.09615384615,3410.422307692308,3843.1130769230767,3751.357692307692,3772.5284615384617,18440.55076923077,5378.66923076923,13058.213846153843,42733.81538461539,6178.719999999999,102877.5653846154,18283.756153846152,6162728327.0,162465.10846153845,95.3449478149414,96.45569532860632,88.42966130013306,94.19836761994554,168770474.0,COALINDIA.NS,7.345245361328111,0.07703864263038639,0
2021-05-01,15286.935384615384,-3802.163076923077,-9220.54,2264.232307692308,93055.15,26010.78769230769,38881.77230769231,3448.014615384616,3987.036153846154,3760.9053846153847,3827.206923076923,18871.86153846154,5450.268461538461,13416.537692307693,43062.41076923077,6407.21,103549.57076923076,19257.212307692305,6162728327.0,163879.37692307692,105.84326171875,114.44257902997568,94.01920041581468,95.309100199418,397362394.0,COALINDIA.NS,-1.325714111328125,-0.012525257534587829,0
2021-06-01,17634.193076923075,-5794.194615384616,-9604.24,2235.758461538461,94569.72,26377.03153846154,39026.44846153846,3485.606923076923,4130.959230769231,3770.453076923077,3881.8853846153847,19303.172307692308,5521.867692307692,13774.861538461537,43391.00615384615,6635.7,104221.57615384617,20230.668461538466,6162728327.0,165293.64538461537,105.0908203125,118.24061420556384,102.83350386968732,106.45238546108015,420559096.0,COALINDIA.NS,27.553665161132812,0.2621890768308662,1
2021-07-01,19981.450769230767,-7786.226153846154,-9987.94,2207.284615384616,96084.29,26743.275384615383,39171.124615384615,3523.199230769231,4274.882307692307,3780.000769230769,3936.563846153846,19734.48307692308,5593.466923076923,14133.185384615384,43719.60153846154,6864.19,104893.58153846154,21204.12461538461,6162728327.0,166707.91384615385,102.69019317626952,107.993101665802,101.07782102186592,105.05500785631452,159747548.0,COALINDIA.NS,18.087791442871108,0.17613942367235688,1
2021-08-01,22328.70846153846,-9778.257692307692,-10371.64,2178.810769230769,97598.86,27109.51923076923,39315.800769230766,3560.7915384615385,4418.805384615384,3789.5484615384617,3991.242307692308,20165.793846153847,5665.066153846154,14491.50923076923,44048.196923076925,7092.68,105565.58692307692,22177.580769230768,6162728327.0,168122.1823076923,104.51754760742188,106.38072659625033,95.12995450296944,103.40680018901747,185651759.0,COALINDIA.NS,7.116722106933608,0.06809117004605496,0
2021-09-01,24675.96615384615,-11770.289230769233,-10755.34,2150.336923076923,99113.43,27475.76307692308,39460.47692307692,3598.383846153846,4562.7284615384615,3799.096153846154,4045.920769230769,20597.10461538461,5736.665384615384,14849.833076923076,44376.79230769231,7321.17,106237.5923076923,23151.03692307692,6162728327.0,169536.45076923075,132.6444854736328,141.17213817752193,101.1853070042788,105.05500669274652,464649828.0,COALINDIA.NS,-25.380111694335938,-0.19133936555079042,0
2021-10-01,27023.223846153844,-13762.32076923077,-11139.04,2121.8630769230767,100628.0,27842.00692307692,39605.153076923074,3635.976153846154,4706.651538461538,3808.643846153846,4100.59923076923,21028.415384615382,5808.264615384615,15208.156923076922,44705.38769230769,7549.66,106909.5976923077,24124.49307692308,6162728327.0,170950.71923076923,120.77798461914062,149.6780425098641,119.93338779506522,136.1644148784383,435908974.0,COALINDIA.NS,3.5916061401367188,0.02973725842058412,0
2022-02-01,36412.25461538461,-21730.44692307692,-12673.84,2007.967692307692,106686.28,29306.98230769231,40183.85769230769,3786.345384615385,5282.343846153846,3846.834615384615,4319.313076923077,22753.65846153846,6094.661538461538,16641.452307692307,46019.76923076923,8463.62,109597.61923076924,28018.31769230769,6162728327.0,176607.79307692306,131.95785522460938,132.54156734278754,115.96414081139676,126.08181752648508,258456678.0,COALINDIA.NS,22.797988891601562,0.1727671979269171,1
2022-03-01,38759.51230769231,-23722.47846153846,-13057.54,1979.493846153846,108200.85,29673.22615384616,40328.53384615385,3823.937692307693,5426.2669230769225,3856.382307692308,4373.991538461539,23184.96923076923,6166.260769230769,16999.776153846153,46348.36461538461,8692.11,110269.62461538462,28991.773846153847,6162728327.0,178022.06153846154,146.85360717773438,158.6468196407829,136.02310368771887,136.02310368771887,483313899.0,COALINDIA.NS,2.0457611083984375,0.013930615309452278,0
2022-04-01,40693.477692307686,-25541.50846153846,-13461.479230769231,1690.49,111910.53461538462,30708.67,41160.66846153846,3931.934615384616,5028.886153846153,4073.151538461538,4613.613846153846,25128.45846153846,6646.610769230769,18466.186923076923,48051.61076923077,8783.585384615384,112568.20076923077,30731.11307692308,6162728327.0,182663.98538461537,146.6931610107422,167.672242974323,145.93100465856077,147.45530512141457,436474466.0,COALINDIA.NS,22.784164428710938,0.15531851840756555,1
2022-05-01,40280.18538461538,-25368.50692307692,-13481.71846153846,1429.96,114105.64923076922,31377.870000000003,41848.126923076925,4002.339230769231,4487.582307692307,4280.373076923077,4798.557692307692,26640.636923076923,7055.361538461539,19574.273846153847,49426.261538461535,8646.57076923077,114194.77153846154,31496.99615384616,6162728327.0,185891.64076923075,154.75584411621094,156.64115873381,132.09201449147275,146.57280011593446,302107162.0,COALINDIA.NS,33.61466979980466,0.21721098800354427,1
2022-06-01,39866.89307692307,-25195.505384615382,-13501.957692307691,1169.43,116300.76384615384,32047.07,42535.58538461538,4072.7438461538463,3946.278461538461,4487.594615384615,4983.501538461538,28152.815384615384,7464.112307692308,20682.360769230767,50800.91230769231,8509.556153846153,115821.3423076923,32262.87923076923,6162728327.0,189119.2961538461,148.8993682861328,162.01630378292387,140.1948478034497,156.03947294861783,287285796.0,COALINDIA.NS,23.735931396484375,0.15940921489251833,1
2022-07-01,39453.60076923077,-25022.50384615385,-13522.196923076925,908.9,118495.87846153846,32716.27,43223.04384615384,4143.148461538462,3404.974615384615,4694.816153846154,5168.445384615385,29664.993846153844,7872.863076923077,21790.44769230769,52175.56307692308,8372.541538461539,117447.91307692308,33028.762307692305,6162728327.0,192346.95153846152,169.47732543945312,170.44003442560032,141.67903766634285,148.41801281088203,179944190.0,COALINDIA.NS,30.568145751953125,0.18036717108138337,1
2022-08-01,39040.30846153846,-24849.502307692303,-13542.436153846154,648.3700000000001,120690.99307692309,33385.47,43910.50230769231,4213.553076923077,2863.6707692307687,4902.037692307693,5353.38923076923,31177.172307692308,8281.613846153847,22898.53461538461,53550.21384615384,8235.526923076923,119074.48384615385,33794.64538461538,6162728327.0,195574.6069230769,188.3705139160156,188.93209306067584,165.06487535980492,170.48012643479242,243800854.0,COALINDIA.NS,-3.5348510742187216,-0.018765416097950044,0
2022-09-01,38627.01615384616,-24676.50076923077,-13562.675384615384,387.84000000000015,122886.10769230768,34054.67,44597.96076923077,4283.957692307692,2322.366923076923,5109.25923076923,5538.333076923077,32689.35076923077,8690.364615384617,24006.62153846153,54924.86461538461,8098.512307692308,120701.0546153846,34560.52846153846,6162728327.0,198802.26230769232,172.6352996826172,195.61267172517992,169.05652811643927,190.61052312981667,175493121.0,COALINDIA.NS,22.235687255859375,0.12880150986929534,1
2022-10-01,38213.72384615384,-24503.49923076923,-13582.914615384616,127.31000000000016,125081.22230769233,34723.87,45285.41923076923,4354.362307692308,1781.0630769230766,5316.4807692307695,5723.276923076923,34201.52923076923,9099.115384615385,25114.70846153846,56299.51538461538,7961.497692307692,122327.62538461538,35326.411538461536,6162728327.0,202029.91769230767,200.04547119140625,201.55018900916104,172.67596938967722,173.24531771690295,179230764.0,COALINDIA.NS,-5.34765625,-0.02673220352428418,0
2023-02-01,36560.554615384615,-23811.49307692308,-13663.87153846154,-914.81,133861.68076923076,37400.67,48035.25307692308,4635.9807692307695,-384.15230769230857,6145.366923076923,6463.052307692307,40250.24307692307,10734.118461538465,29547.05615384615,61798.118461538455,7413.439230769231,128833.90846153843,38389.943846153845,6162728327.0,214940.53923076924,186.5150451660156,197.4254015916462,181.10316463992885,197.4254015916462,150155080.0,COALINDIA.NS,27.497634887695312,0.14742850831802806,1
2023-03-01,36147.26230769231,-23638.49153846153,-13684.110769230769,-1175.3399999999997,136056.7953846154,38069.87,48722.71153846154,4706.385384615384,-925.456153846154,6352.588461538462,6647.996153846154,41762.42153846154,11142.869230769233,30655.14307692308,63172.76923076923,7276.424615384615,130460.47923076924,39155.82692307692,6162728327.0,218168.19461538465,189.5287322998047,201.32715397073864,184.1617931489137,191.08115584766287,134526875.0,COALINDIA.NS,15.391174316406222,0.0812076044072294,0
2023-04-01,34377.74923076923,-22005.513846153848,-13719.343846153846,-1347.1084615384614,138565.14615384614,38932.46,49361.89384615384,4834.54,-1551.283846153846,6701.048461538462,6825.4384615384615,43700.60076923077,11543.30153846154,32197.00384615385,65402.86461538461,7137.17923076923,132290.40384615384,39176.59153846154,6162728327.0,222555.3661538461,206.7828063964844,208.24651450252617,189.66179099534835,189.9279234335536,78406292.0,COALINDIA.NS,-3.415328979492216,-0.016516503663963625,0
2023-05-01,33021.52846153846,-20545.53769230769,-13734.337692307692,-1258.346923076923,138878.3823076923,39125.85,49313.61769230769,4892.29,-1635.8076923076924,6842.286923076924,6817.9369230769225,44126.60153846154,11534.983076923078,32630.777692307693,66258.30923076923,7134.948461538462,132493.75769230767,38431.473076923074,6162728327.0,223714.8823076923,214.0126800537109,219.9118842656381,204.0328141444705,206.782827053885,110257881.0,COALINDIA.NS,-9.935501098632841,-0.04642482443628724,0
2023-06-01,31665.30769230769,-19085.561538461538,-13749.331538461538,-1169.5853846153846,139191.61846153846,39319.24,49265.34153846154,4950.04,-1720.3315384615385,6983.525384615385,6810.4353846153845,44552.60230769231,11526.664615384616,33064.551538461536,67113.75384615385,7132.717692307692,132697.11153846153,37686.35461538461,6162728327.0,224874.39846153845,204.9199066162109,207.0489391926051,198.0448881041952,204.38764170408288,240675707.0,COALINDIA.NS,61.539993286132784,0.30031242109332706,1
2023-07-01,30309.086923076924,-17625.585384615384,-13764.325384615386,-1080.823846153846,139504.85461538463,39512.63,49217.06538461539,5007.79,-1804.8553846153843,7124.763846153846,6802.9338461538455,44978.60307692308,11518.346153846154,33498.32538461538,67969.19846153846,7130.486923076923,132900.46538461538,36941.23615384616,6162728327.0,226033.91461538465,203.3674774169922,210.50862818617463,201.2384448998964,205.36345047779145,167551601.0,COALINDIA.NS,80.2877349853515,0.3947914189874449,1
2023-08-01,28952.86615384616,-16165.609230769232,-13779.319230769232,-992.0623076923076,139818.09076923077,39706.02,49168.78923076923,5065.54,-1889.3792307692308,7266.002307692308,6795.432307692307,45404.60384615385,11510.027692307693,33932.09923076923,68824.64307692308,7128.256153846154,133103.8192307692,36196.11769230769,6162728327.0,227193.4307692308,204.07717895507807,215.6981706545552,201.3715236177597,204.03282128671685,206982882.0,COALINDIA.NS,104.76171875000006,0.5133436246345822,1
2023-09-01,27596.64538461538,-14705.633076923075,-13794.313076923076,-903.3007692307692,140131.32692307694,39899.41,49120.51307692308,5123.29,-1973.903076923077,7407.24076923077,6787.930769230769,45830.60461538461,11501.709230769233,34365.873076923075,69680.08769230769,7126.025384615385,133307.17307692306,35450.99923076923,6162728327.0,228352.94692307693,266.4598999023437,268.5359652537952,208.19434872865347,208.2394835782985,363136949.0,COALINDIA.NS,88.4995727539063,0.3321309239639472,1
2023-10-01,26240.42461538461,-13245.656923076924,-13809.306923076923,-814.5392307692307,140444.56307692308,40092.8,49072.236923076925,5181.04,-2058.4269230769232,7548.479230769231,6780.42923076923,46256.60538461538,11493.39076923077,34799.64692307692,70535.53230769231,7123.794615384615,133510.52692307692,34705.88076923077,6162728327.0,229512.46307692307,283.6552124023437,288.619742770563,255.4927745676861,266.45989550918034,184053822.0,COALINDIA.NS,99.76712036132818,0.35171967938250326,1
2024-02-01,20815.541538461537,-7405.752307692308,-13869.282307692309,-459.49307692307696,141697.5076923077,40866.36,48879.13230769231,5412.04,-2396.5223076923075,8113.433076923076,6750.423076923077,47960.60846153846,11460.116923076925,36534.74230769231,73957.31076923077,7114.871538461538,134323.9423076923,31725.406923076924,6162728327.0,234150.5276923077,412.2627868652344,460.3144762369303,379.9765676090474,385.9240154042056,371241414.0,COALINDIA.NS,850.8834533691406,2.0639346564338052,1
2024-03-01,19459.32076923077,-5945.776153846153,-13884.276153846156,-370.73153846153855,142010.74384615387,41059.75,48830.85615384616,5469.79,-2481.046153846154,8254.671538461538,6742.921538461538,48386.60923076923,11451.79846153846,36968.51615384616,74812.75538461539,7112.640769230769,134527.29615384614,30980.28846153846,6162728327.0,235310.04384615383,414.529052734375,444.4179126928862,383.1123213058473,418.2532194076047,215608345.0,COALINDIA.NS,1034.1181640625,2.4946819945215033,1
